STATION|Station_name|DATE|Year|Month|Day|Hour|Minute|LATITUDE|LONGITUDE|ELEVATION|temperature|temperature_Measurement_Code|temperature_Quality_Code|temperature_Report_Type|temperature_Source_Code|temperature_Source_Station_ID|dew_point_temperature|dew_point_temperature_Measurement_Code|dew_point_temperature_Quality_Code|dew_point_temperature_Report_Type|dew_point_temperature_Source_Code|dew_point_temperature_Source_Station_ID|station_level_pressure|station_level_pressure_Measurement_Code|station_level_pressure_Quality_Code|station_level_pressure_Report_Type|station_level_pressure_Source_Code|station_level_pressure_Source_Station_ID|sea_level_pressure|sea_level_pressure_Measurement_Code|sea_level_pressure_Quality_Code|sea_level_pressure_Report_Type|sea_level_pressure_Source_Code|sea_level_pressure_Source_Station_ID|wind_direction|wind_direction_Measurement_Code|wind_direction_Quality_Code|wind_direction_Report_Type|wind_direction_Source_Code|wind_direction_Source_Station_ID|wind_speed|wind_speed_Measurement_Code|wind_speed_Quality_Code|wind_speed_Report_Type|wind_speed_Source_Code|wind_speed_Source_Station_ID|wind_gust|wind_gust_Measurement_Code|wind_gust_Quality_Code|wind_gust_Report_Type|wind_gust_Source_Code|wind_gust_Source_Station_ID|precipitation|precipitation_Measurement_Code|precipitation_Quality_Code|precipitation_Report_Type|precipitation_Source_Code|precipitation_Source_Station_ID|relative_humidity|relative_humidity_Measurement_Code|relative_humidity_Quality_Code|relative_humidity_Report_Type|relative_humidity_Source_Code|relative_humidity_Source_Station_ID|wet_bulb_temperature|wet_bulb_temperature_Measurement_Code|wet_bulb_temperature_Quality_Code|wet_bulb_temperature_Report_Type|wet_bulb_temperature_Source_Code|wet_bulb_temperature_Source_Station_ID|pres_wx_MW1|pres_wx_MW1_Measurement_Code|pres_wx_MW1_Quality_Code|pres_wx_MW1_Report_Type|pres_wx_MW1_Source_Code|pres_wx_MW1_Source_Station_ID|pres_wx_MW2|pres_wx_MW2_Measurement_Code|pres_wx_MW2_Quality_Code|pres_wx_MW2_Report_Type|pres_wx_MW2_Source_Code|pres_wx_MW2_Source_Station_ID|pres_wx_MW3|pres_wx_MW3_Measurement_Code|pres_wx_MW3_Quality_Code|pres_wx_MW3_Report_Type|pres_wx_MW3_Source_Code|pres_wx_MW3_Source_Station_ID|pres_wx_AU1|pres_wx_AU1_Measurement_Code|pres_wx_AU1_Quality_Code|pres_wx_AU1_Report_Type|pres_wx_AU1_Source_Code|pres_wx_AU1_Source_Station_ID|pres_wx_AU2|pres_wx_AU2_Measurement_Code|pres_wx_AU2_Quality_Code|pres_wx_AU2_Report_Type|pres_wx_AU2_Source_Code|pres_wx_AU2_Source_Station_ID|pres_wx_AU3|pres_wx_AU3_Measurement_Code|pres_wx_AU3_Quality_Code|pres_wx_AU3_Report_Type|pres_wx_AU3_Source_Code|pres_wx_AU3_Source_Station_ID|pres_wx_AW1|pres_wx_AW1_Measurement_Code|pres_wx_AW1_Quality_Code|pres_wx_AW1_Report_Type|pres_wx_AW1_Source_Code|pres_wx_AW1_Source_Station_ID|pres_wx_AW2|pres_wx_AW2_Measurement_Code|pres_wx_AW2_Quality_Code|pres_wx_AW2_Report_Type|pres_wx_AW2_Source_Code|pres_wx_AW2_Source_Station_ID|pres_wx_AW3|pres_wx_AW3_Measurement_Code|pres_wx_AW3_Quality_Code|pres_wx_AW3_Report_Type|pres_wx_AW3_Source_Code|pres_wx_AW3_Source_Station_ID|snow_depth|snow_depth_Measurement_Code|snow_depth_Quality_Code|snow_depth_Report_Type|snow_depth_Source_Code|snow_depth_Source_Station_ID|visibility|visibility_Measurement_Code|visibility_Quality_Code|visibility_Report_Type|visibility_Source_Code|visibility_Source_Station_ID|altimeter|altimeter_Measurement_Code|altimeter_Quality_Code|altimeter_Report_Type|altimeter_Source_Code|altimeter_Source_Station_ID|pressure_3hr_change|pressure_3hr_change_Measurement_Code|pressure_3hr_change_Quality_Code|pressure_3hr_change_Report_Type|pressure_3hr_change_Source_Code|pressure_3hr_change_Source_Station_ID|sky_condition|sky_condition_Measurement_Code|sky_condition_Quality_Code|sky_condition_Report_Type|sky_condition_Source_Code|sky_condition_Source_Station_ID|sky_condition_baseht|sky_condition_baseht_Measurement_Code|sky_condition_baseht_Quality_Code|sky_condition_baseht_Report_Type|sky_condition_baseht_Source_Code|sky_condition_baseht_Source_Station_ID|ceiling_height|ceiling_height_Measurement_Code|ceiling_height_Quality_Code|ceiling_height_Report_Type|ceiling_height_Source_Code|ceiling_height_Source_Station_ID|sky_cover_layer_1|sky_cover_layer_1_Measurement_Code|sky_cover_layer_1_Quality_Code|sky_cover_layer_1_Report_Type|sky_cover_layer_1_Source_Code|sky_cover_layer_1_Source_Station_ID|sky_cover_layer_2|sky_cover_layer_2_Measurement_Code|sky_cover_layer_2_Quality_Code|sky_cover_layer_2_Report_Type|sky_cover_layer_2_Source_Code|sky_cover_layer_2_Source_Station_ID|sky_cover_layer_3|sky_cover_layer_3_Measurement_Code|sky_cover_layer_3_Quality_Code|sky_cover_layer_3_Report_Type|sky_cover_layer_3_Source_Code|sky_cover_layer_3_Source_Station_ID|sky_cover_layer_4|sky_cover_layer_4_Measurement_Code|sky_cover_layer_4_Quality_Code|sky_cover_layer_4_Report_Type|sky_cover_layer_4_Source_Code|sky_cover_layer_4_Source_Station_ID|sky_cover_layer_baseht_1|sky_cover_layer_baseht_1_Measurement_Code|sky_cover_layer_baseht_1_Quality_Code|sky_cover_layer_baseht_1_Report_Type|sky_cover_layer_baseht_1_Source_Code|sky_cover_layer_baseht_1_Source_Station_ID|sky_cover_layer_baseht_2|sky_cover_layer_baseht_2_Measurement_Code|sky_cover_layer_baseht_2_Quality_Code|sky_cover_layer_baseht_2_Report_Type|sky_cover_layer_baseht_2_Source_Code|sky_cover_layer_baseht_2_Source_Station_ID|sky_cover_layer_baseht_3|sky_cover_layer_baseht_3_Measurement_Code|sky_cover_layer_baseht_3_Quality_Code|sky_cover_layer_baseht_3_Report_Type|sky_cover_layer_baseht_3_Source_Code|sky_cover_layer_baseht_3_Source_Station_ID|sky_cover_layer_baseht_4|sky_cover_layer_baseht_4_Measurement_Code|sky_cover_layer_baseht_4_Quality_Code|sky_cover_layer_baseht_4_Report_Type|sky_cover_layer_baseht_4_Source_Code|sky_cover_layer_baseht_4_Source_Station_ID|sky_cover_summation_1|sky_cover_summation_1_Measurement_Code|sky_cover_summation_1_Quality_Code|sky_cover_summation_1_Report_Type|sky_cover_summation_1_Source_Code|sky_cover_summation_1_Source_Station_ID|sky_cover_summation_2|sky_cover_summation_2_Measurement_Code|sky_cover_summation_2_Quality_Code|sky_cover_summation_2_Report_Type|sky_cover_summation_2_Source_Code|sky_cover_summation_2_Source_Station_ID|sky_cover_summation_3|sky_cover_summation_3_Measurement_Code|sky_cover_summation_3_Quality_Code|sky_cover_summation_3_Report_Type|sky_cover_summation_3_Source_Code|sky_cover_summation_3_Source_Station_ID|sky_cover_summation_4|sky_cover_summation_4_Measurement_Code|sky_cover_summation_4_Quality_Code|sky_cover_summation_4_Report_Type|sky_cover_summation_4_Source_Code|sky_cover_summation_4_Source_Station_ID|sky_cover_summation_baseht_1|sky_cover_summation_baseht_1_Measurement_Code|sky_cover_summation_baseht_1_Quality_Code|sky_cover_summation_baseht_1_Report_Type|sky_cover_summation_baseht_1_Source_Code|sky_cover_summation_baseht_1_Source_Station_ID|sky_cover_summation_baseht_2|sky_cover_summation_baseht_2_Measurement_Code|sky_cover_summation_baseht_2_Quality_Code|sky_cover_summation_baseht_2_Report_Type|sky_cover_summation_baseht_2_Source_Code|sky_cover_summation_baseht_2_Source_Station_ID|sky_cover_summation_baseht_3|sky_cover_summation_baseht_3_Measurement_Code|sky_cover_summation_baseht_3_Quality_Code|sky_cover_summation_baseht_3_Report_Type|sky_cover_summation_baseht_3_Source_Code|sky_cover_summation_baseht_3_Source_Station_ID|sky_cover_summation_baseht_4|sky_cover_summation_baseht_4_Measurement_Code|sky_cover_summation_baseht_4_Quality_Code|sky_cover_summation_baseht_4_Report_Type|sky_cover_summation_baseht_4_Source_Code|sky_cover_summation_baseht_4_Source_Station_ID|precipitation_5_minute|precipitation_5_minute_Measurement_Code|precipitation_5_minute_Quality_Code|precipitation_5_minute_Report_Type|precipitation_5_minute_Source_Code|precipitation_5_minute_Source_Station_ID|precipitation_15_minute|precipitation_15_minute_Measurement_Code|precipitation_15_minute_Quality_Code|precipitation_15_minute_Report_Type|precipitation_15_minute_Source_Code|precipitation_15_minute_Source_Station_ID|precipitation_3_hour|precipitation_3_hour_Measurement_Code|precipitation_3_hour_Quality_Code|precipitation_3_hour_Report_Type|precipitation_3_hour_Source_Code|precipitation_3_hour_Source_Station_ID|precipitation_6_hour|precipitation_6_hour_Measurement_Code|precipitation_6_hour_Quality_Code|precipitation_6_hour_Report_Type|precipitation_6_hour_Source_Code|precipitation_6_hour_Source_Station_ID|precipitation_9_hour|precipitation_9_hour_Measurement_Code|precipitation_9_hour_Quality_Code|precipitation_9_hour_Report_Type|precipitation_9_hour_Source_Code|precipitation_9_hour_Source_Station_ID|precipitation_12_hour|precipitation_12_hour_Measurement_Code|precipitation_12_hour_Quality_Code|precipitation_12_hour_Report_Type|precipitation_12_hour_Source_Code|precipitation_12_hour_Source_Station_ID|precipitation_15_hour|precipitation_15_hour_Measurement_Code|precipitation_15_hour_Quality_Code|precipitation_15_hour_Report_Type|precipitation_15_hour_Source_Code|precipitation_15_hour_Source_Station_ID|precipitation_18_hour|precipitation_18_hour_Measurement_Code|precipitation_18_hour_Quality_Code|precipitation_18_hour_Report_Type|precipitation_18_hour_Source_Code|precipitation_18_hour_Source_Station_ID|precipitation_21_hour|precipitation_21_hour_Measurement_Code|precipitation_21_hour_Quality_Code|precipitation_21_hour_Report_Type|precipitation_21_hour_Source_Code|precipitation_21_hour_Source_Station_ID|precipitation_24_hour|precipitation_24_hour_Measurement_Code|precipitation_24_hour_Quality_Code|precipitation_24_hour_Report_Type|precipitation_24_hour_Source_Code|precipitation_24_hour_Source_Station_ID|REM|REM_Measurement_Code|REM_Quality_Code|REM_Report_Type|REM_Source_Code|REM_Source_Station_ID
ITM00016081|MILANO/LINATE|2026-04-16T06:00:00|2026|04|16|06|00|45.4667|9.2667|108.0|-22.2|||FM12|412|WMO-16081|13.5|||FM12|412|WMO-16081|1006.8|||FM12|412|WMO-16081|1012.4|||FM12|412|WMO-16081|||||||||||||||||||||||||1489|D|3|FM12|412|WMO-16081|-2.3|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.7|7||FM12|412|WMO-16081|09;;|||FM12|412|WMO-16081|30|:;:;:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||DXYMKYG 16081 99297 11222 46/// ///// 10159 20135 30068 40124 57017  22233|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-04-16T08:00:00|2026|04|16|08|00|45.4667|9.2667|108.0|28.5|||FM12|412|WMO-16081|25.6|||FM12|412|WMO-16081|1142.9|||FM12|412|WMO-16081|1008.3|||FM12|412|WMO-16081|||||||||||||||||||||||||84|D||FM12|412|WMO-16081|26.4|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.1|7||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|02:;06:;04:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5HKNS4T 16081 99103 31429 46/// /1106 10285 20256 40083 57001 222//  06291 85264|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-04-16T09:00:00|2026|04|16|09|00|45.4667|9.2667|108.0|87.4||3|FM12|412|WMO-16081|25.5|||FM12|412|WMO-16081|1270.2||3|FM12|412|WMO-16081|1159.8||3|FM12|412|WMO-16081|||||||||||||||||||||||||5|D||FM12|412|WMO-16081|37.8|D||FM12|412|WMO-16081|NONE:03|||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.2|1||FM12|412|WMO-16081|09;;03|||FM12|412|WMO-16081|30|02:;06:;03:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"####018000153#### SNVB03 LFPW 160800 RRB  BBXX  TZK8KDX 16081 99056 10874 41598 32702 10311 20255 30030 40073 51002 70322 83263  22263 00290 22000 318// 42001 80271"|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-04-16T10:00:00|2026|04|16|10|00|45.4667|9.2667|108.0|4.1|||FM12|412|WMO-16081|3.9|||FM12|412|WMO-16081|1159.0||3|FM12|412|WMO-16081|990.4|||FM12|412|WMO-16081|||||||||||||||||||||||||99|D||FM12|412|WMO-16081|3.9|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|7||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|00:;04:;01:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"####018000111#### SNVE21 AMMC 160800 RRC  BBXX  VMIC 16081 99545 31590 46/// /0808 10041 20039 49904 57010 22240  06061 85041"|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-05-16T06:00:00|2026|05|16|06|00|45.4667|9.2667|108.0|10.6|||FM12|412|WMO-16081|10.7|||FM12|412|WMO-16081|1141.8|||FM12|412|WMO-16081|1006.7|||FM12|412|WMO-16081|||||||||||||||||||||||||101|D|3|FM12|412|WMO-16081|10.6|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.4|7||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|00:;09:;07:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"####018000111#### SNVE21 AMMC 160800 RRB  BBXX  VLMJ 16081 99468 31418 46/// /3106 10106 20107 40067 57004 22281  06107 85097"|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-05-16T08:00:00|2026|05|16|08|00|45.4667|9.2667|108.0|27.2|||FM12|412|WMO-16081|24.7|||FM12|412|WMO-16081|1142.3|||FM12|412|WMO-16081|1008.3|||FM12|412|WMO-16081|||||||||||||||||||||||||86|D||FM12|412|WMO-16081|25.3|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.3|2||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|02:;05:;04:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5HKNS4T 16081 99106 31423 46/// ///// 10272 20247 40083 52003 222//  06279 85254|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-06-16T08:00:00|2026|06|16|08|00|45.4667|9.2667|108.0|26.0|||FM12|412|WMO-16081|22.7|||FM12|412|WMO-16081|1143.4|||FM12|412|WMO-16081|1014.7|||FM12|412|WMO-16081|||||||||||||||||||||||||82|D||FM12|412|WMO-16081|23.9|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.4|2||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|02:;03:;07:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5HKNS4T 16081 99097 31434 46/// ///// 10260 20227 40147 52004 222//  06272 85237|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-06-16T09:00:00|2026|06|16|09|00|45.4667|9.2667|108.0|19.4|||FM12|412|WMO-16081|13.0|||FM12|412|WMO-16081|1110.7|||FM12|412|WMO-16081|1023.5|||FM12|412|WMO-16081|||||||||||||||||||||||||66|D||FM12|412|WMO-16081|15.7|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1.0|7||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|01:;05:;05:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||"####018000111#### SNVE21 AMMC 160800 RRB  BBXX  VMIC 16081 99261 31107 46/// /1212 10194 20130 40235 57010 22283  0//// 85155"|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-07-16T06:00:00|2026|07|16|06|00|45.4667|9.2667|108.0|25.2|||FM12|412|WMO-16081|21.7|||FM12|412|WMO-16081|1142.7|||FM12|412|WMO-16081|1016.6|||FM12|412|WMO-16081|||||||||||||||||||||||||81|D||FM12|412|WMO-16081|22.8|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.5|2||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|02:;02:;07:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||5HKNS4T 16081 99104 31427 46/// /1311 10252 20217 40166 52005 222//  06256 85227|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-07-16T07:00:00|2026|07|16|07|00|45.4667|9.2667|108.0|96.6||3|FM12|412|WMO-16081|25.6|||FM12|412|WMO-16081|1003.9|||FM12|412|WMO-16081|1010.4|||FM12|412|WMO-16081|||||||||||||||||||||||||4|D||FM12|412|WMO-16081|36.3|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2.3|7||FM12|412|WMO-16081|09;;|||FM12|412|WMO-16081|30|:;:;:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||3TYNYCB 16081 99057 10966 46/// /1003 10293 20256 30039 40104 57023  22264    333 91008|||FM12|412|WMO-16081
ITM00016081|MILANO/LINATE|2026-07-16T08:00:00|2026|07|16|08|00|45.4667|9.2667|108.0|17.5|||FM12|412|WMO-16081|4.9|||FM12|412|WMO-16081|1133.6|||FM12|412|WMO-16081|1032.4|||FM12|412|WMO-16081|||||||||||||||||||||||||43|D||FM12|412|WMO-16081|11.6|D||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||0.8|7||FM12|412|WMO-16081|09;;05|||FM12|412|WMO-16081|30|01:;01:;01:||FM12|412|WMO-16081|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||6PG3U2J 16081 99322 31336 46/// ///// 10175 20049 40324 57008 222//  0//// 85111|||FM12|412|WMO-16081
